match_date,batting_team,bowling_team,venue,runs,wickets,overs,striker_runs,non_striker_runs,last_five_overs_runs,final_score,run_rate,wickets_in_hand
2023-04-09,Sunrisers Hyderabad,Rajasthan Royals,Eden Gardens,52,3,6.2,29,14,46,196,8.387096774193548,7
2023-04-24,Punjab Kings,Kolkata Knight Riders,Eden Gardens,107,0,11.2,44,35,48,241,9.553571428571429,10
2023-05-06,Sunrisers Hyderabad,Punjab Kings,M. A. Chidambaram Stadium,72,5,13.4,38,19,31,115,5.3731343283582085,5
2023-05-09,Chennai Super Kings,Kolkata Knight Riders,Punjab Cricket Association Stadium,121,1,14.1,57,41,53,186,8.581560283687944,9
2023-05-27,Sunrisers Hyderabad,Punjab Kings,Rajiv Gandhi International Cricket Stadium,63,2,10.1,34,20,36,142,6.237623762376238,8
2023-04-10,Lucknow Super Giants,Mumbai Indians,M. Chinnaswamy Stadium,128,0,16.7,67,35,36,159,7.664670658682635,10
2023-03-31,Chennai Super Kings,Royal Challengers Bangalore,Dr. DY Patil Sports Academy,84,7,15.7,33,38,23,107,5.35031847133758,3
2023-04-09,Lucknow Super Giants,Royal Challengers Bangalore,Punjab Cricket Association Stadium,94,6,15.9,43,30,26,121,5.911949685534591,4
2023-05-18,Chennai Super Kings,Mumbai Indians,Eden Gardens,84,3,11.7,39,31,35,147,7.17948717948718,7
2023-05-25,Rajasthan Royals,Mumbai Indians,M. Chinnaswamy Stadium,107,7,18.4,59,27,24,117,5.815217391304349,3
2023-05-09,Delhi Capitals,Punjab Kings,M. Chinnaswamy Stadium,75,0,8.9,35,23,39,185,8.42696629213483,10
2023-05-13,Royal Challengers Bangalore,Punjab Kings,Sawai Mansingh Stadium,44,0,5.2,13,18,44,188,8.461538461538462,10
2023-04-01,Lucknow Super Giants,Chennai Super Kings,Wankhede Stadium,163,3,18.6,59,77,54,182,8.763440860215054,7
2023-05-06,Royal Challengers Bangalore,Chennai Super Kings,Eden Gardens,61,3,8.7,33,14,42,169,7.011494252873564,7
2023-04-16,Royal Challengers Bangalore,Chennai Super Kings,M. Chinnaswamy Stadium,115,6,16.3,55,30,31,142,7.0552147239263805,4
2023-04-25,Royal Challengers Bangalore,Sunrisers Hyderabad,M. A. Chidambaram Stadium,48,3,7.1,26,16,28,122,6.760563380281691,7
2023-04-28,Mumbai Indians,Sunrisers Hyderabad,Eden Gardens,147,0,14.5,67,43,63,238,10.137931034482758,10
2023-05-01,Sunrisers Hyderabad,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,122,1,17.2,70,38,37,157,7.093023255813954,9
2023-05-13,Delhi Capitals,Rajasthan Royals,Wankhede Stadium,124,1,14.2,62,33,51,190,8.732394366197184,9
2023-04-24,Kolkata Knight Riders,Delhi Capitals,Rajiv Gandhi International Cricket Stadium,123,5,18.0,44,52,28,138,6.833333333333333,5
2023-04-24,Chennai Super Kings,Gujarat Titans,M. Chinnaswamy Stadium,93,6,12.2,32,32,37,150,7.622950819672131,4
2023-05-11,Gujarat Titans,Sunrisers Hyderabad,Sawai Mansingh Stadium,57,1,7.2,24,16,41,193,7.916666666666666,9
2023-04-08,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,150,1,18.1,79,43,35,171,8.287292817679557,9
2023-05-21,Kolkata Knight Riders,Rajasthan Royals,Narendra Modi Stadium,104,6,16.8,37,47,37,134,6.19047619047619,4
2023-04-21,Chennai Super Kings,Lucknow Super Giants,M. Chinnaswamy Stadium,48,3,7.0,16,18,38,157,6.857142857142857,7
2023-04-24,Royal Challengers Bangalore,Mumbai Indians,Punjab Cricket Association Stadium,45,0,6.2,24,12,36,171,7.258064516129032,10
2023-04-13,Royal Challengers Bangalore,Delhi Capitals,Sawai Mansingh Stadium,109,1,11.5,35,42,50,246,9.478260869565217,9
2023-04-22,Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,87,0,8.4,47,24,67,249,10.357142857142856,10
2023-04-13,Delhi Capitals,Mumbai Indians,Arun Jaitley Stadium,57,1,6.6,20,24,49,191,8.636363636363637,9
2023-04-27,Delhi Capitals,Punjab Kings,Dr. DY Patil Sports Academy,87,7,16.7,34,42,31,108,5.209580838323354,3
2023-05-16,Sunrisers Hyderabad,Punjab Kings,Rajiv Gandhi International Cricket Stadium,49,2,7.9,17,19,31,119,6.20253164556962,8
2023-05-07,Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Cricket Stadium,43,3,7.1,15,18,30,108,6.056338028169014,7
2023-05-06,Mumbai Indians,Delhi Capitals,Eden Gardens,45,3,6.6,23,11,37,166,6.818181818181818,7
2023-04-10,Lucknow Super Giants,Gujarat Titans,Arun Jaitley Stadium,44,3,6.3,18,16,28,138,6.984126984126984,7
2023-04-27,Lucknow Super Giants,Kolkata Knight Riders,Dr. DY Patil Sports Academy,119,9,18.7,58,25,37,128,6.363636363636364,1
2023-05-21,Chennai Super Kings,Sunrisers Hyderabad,Punjab Cricket Association Stadium,64,4,8.5,23,26,37,140,7.529411764705882,6
2023-05-12,Delhi Capitals,Royal Challengers Bangalore,Punjab Cricket Association Stadium,163,0,17.4,72,46,41,201,9.367816091954024,10
2023-03-31,Chennai Super Kings,Rajasthan Royals,Narendra Modi Stadium,91,2,12.7,45,35,42,166,7.165354330708662,8
2023-05-17,Mumbai Indians,Gujarat Titans,Narendra Modi Stadium,142,1,17.9,51,49,44,171,7.932960893854749,9
2023-04-08,Punjab Kings,Kolkata Knight Riders,Sawai Mansingh Stadium,55,3,6.6,29,18,49,202,8.333333333333334,7
2023-05-02,Rajasthan Royals,Delhi Capitals,Wankhede Stadium,49,1,5.9,22,19,44,218,8.305084745762711,9
2023-04-23,Chennai Super Kings,Kolkata Knight Riders,Punjab Cricket Association Stadium,48,3,6.3,18,24,36,165,7.6190476190476195,7
2023-05-03,Mumbai Indians,Delhi Capitals,Rajiv Gandhi International Cricket Stadium,130,8,19.1,63,38,27,135,6.806282722513089,2
2023-05-23,Gujarat Titans,Punjab Kings,Rajiv Gandhi International Cricket Stadium,83,5,13.4,41,26,38,128,6.1940298507462686,5
2023-05-20,Delhi Capitals,Royal Challengers Bangalore,M. Chinnaswamy Stadium,79,2,8.3,28,27,49,225,9.518072289156626,8
2023-04-18,Royal Challengers Bangalore,Lucknow Super Giants,Eden Gardens,53,0,7.3,18,20,32,143,7.26027397260274,10
2023-04-22,Royal Challengers Bangalore,Punjab Kings,Punjab Cricket Association Stadium,99,1,12.8,47,22,45,187,7.734375,9
2023-05-17,Gujarat Titans,Lucknow Super Giants,Narendra Modi Stadium,90,4,14.4,55,24,34,137,6.25,6
2023-04-28,Punjab Kings,Chennai Super Kings,Punjab Cricket Association Stadium,138,2,18.1,56,40,34,155,7.624309392265193,8
2023-04-12,Lucknow Super Giants,Gujarat Titans,Arun Jaitley Stadium,85,4,16.3,44,29,33,114,5.214723926380368,6
2023-05-08,Lucknow Super Giants,Gujarat Titans,Wankhede Stadium,123,5,18.2,49,46,27,135,6.758241758241758,5
2023-05-05,Chennai Super Kings,Kolkata Knight Riders,Punjab Cricket Association Stadium,98,6,15.8,58,26,31,127,6.20253164556962,4
2023-04-05,Royal Challengers Bangalore,Kolkata Knight Riders,M. Chinnaswamy Stadium,92,4,11.9,51,30,32,162,7.73109243697479,6
2023-05-05,Sunrisers Hyderabad,Royal Challengers Bangalore,Arun Jaitley Stadium,48,3,7.7,20,21,34,139,6.233766233766234,7
2023-05-20,Mumbai Indians,Royal Challengers Bangalore,M. Chinnaswamy Stadium,70,3,9.4,24,28,46,164,7.446808510638298,7
2023-05-01,Chennai Super Kings,Punjab Kings,Dr. DY Patil Sports Academy,99,3,12.0,47,30,35,178,8.25,7
2023-04-10,Lucknow Super Giants,Mumbai Indians,Eden Gardens,65,1,9.6,29,20,43,147,6.770833333333334,9
2023-04-04,Gujarat Titans,Kolkata Knight Riders,Eden Gardens,130,2,16.1,68,44,38,170,8.074534161490682,8
2023-05-07,Punjab Kings,Royal Challengers Bangalore,Wankhede Stadium,57,2,7.0,29,14,34,146,8.142857142857142,8
2023-05-27,Gujarat Titans,Lucknow Super Giants,Sawai Mansingh Stadium,126,1,15.3,40,51,33,173,8.235294117647058,9
2023-04-28,Lucknow Super Giants,Gujarat Titans,Narendra Modi Stadium,50,2,7.5,24,12,29,120,6.666666666666667,8
2023-04-05,Rajasthan Royals,Chennai Super Kings,M. A. Chidambaram Stadium,39,1,5.3,17,10,39,153,7.358490566037736,9
2023-04-04,Delhi Capitals,Mumbai Indians,M. A. Chidambaram Stadium,106,3,16.3,36,52,28,135,6.5030674846625764,7
2023-04-22,Royal Challengers Bangalore,Gujarat Titans,Dr. DY Patil Sports Academy,55,4,8.5,26,20,37,148,6.470588235294118,6
2023-03-31,Chennai Super Kings,Kolkata Knight Riders,Sawai Mansingh Stadium,101,7,17.3,54,24,26,115,5.8381502890173405,3
2023-04-14,Rajasthan Royals,Chennai Super Kings,Narendra Modi Stadium,56,0,6.8,21,22,48,186,8.23529411764706,10
2023-04-29,Lucknow Super Giants,Delhi Capitals,Punjab Cricket Association Stadium,58,3,8.3,18,24,42,152,6.987951807228915,7
2023-05-13,Sunrisers Hyderabad,Chennai Super Kings,Rajiv Gandhi International Cricket Stadium,68,5,11.4,32,20,38,137,5.964912280701754,5
2023-04-23,Kolkata Knight Riders,Punjab Kings,Arun Jaitley Stadium,90,3,13.6,36,39,38,148,6.61764705882353,7
2023-05-11,Rajasthan Royals,Punjab Kings,Punjab Cricket Association Stadium,97,6,14.7,37,32,28,132,6.598639455782314,4
2023-04-01,Chennai Super Kings,Mumbai Indians,M. A. Chidambaram Stadium,112,0,12.2,41,51,51,206,9.18032786885246,10
2023-05-19,Sunrisers Hyderabad,Lucknow Super Giants,Arun Jaitley Stadium,59,3,9.3,29,15,34,140,6.344086021505376,7
2023-05-28,Chennai Super Kings,Rajasthan Royals,Punjab Cricket Association Stadium,62,3,9.6,27,18,38,142,6.458333333333334,7
2023-04-19,Rajasthan Royals,Sunrisers Hyderabad,M. A. Chidambaram Stadium,97,3,13.2,42,36,45,163,7.348484848484849,7
2023-04-24,Lucknow Super Giants,Punjab Kings,M. Chinnaswamy Stadium,81,0,9.6,40,22,46,202,8.4375,10
2023-04-27,Punjab Kings,Lucknow Super Giants,Rajiv Gandhi International Cricket Stadium,58,5,10.1,18,25,32,123,5.742574257425742,5
2023-05-04,Punjab Kings,Mumbai Indians,Punjab Cricket Association Stadium,97,6,14.5,44,28,36,143,6.689655172413793,4
2023-05-06,Chennai Super Kings,Sunrisers Hyderabad,M. A. Chidambaram Stadium,100,3,15.0,42,42,36,147,6.666666666666667,7
2023-05-24,Chennai Super Kings,Gujarat Titans,Arun Jaitley Stadium,72,0,9.2,36,25,50,192,7.82608695652174,10
2023-04-17,Chennai Super Kings,Gujarat Titans,Punjab Cricket Association Stadium,96,2,11.2,46,26,43,175,8.571428571428571,8
2023-05-09,Gujarat Titans,Sunrisers Hyderabad,Sawai Mansingh Stadium,65,0,7.6,26,21,48,217,8.552631578947368,10
2023-05-10,Gujarat Titans,Rajasthan Royals,Dr. DY Patil Sports Academy,125,0,15.5,40,50,46,179,8.064516129032258,10
2023-05-23,Chennai Super Kings,Kolkata Knight Riders,Rajiv Gandhi International Cricket Stadium,67,2,8.9,28,26,32,148,7.528089887640449,8
2023-04-29,Sunrisers Hyderabad,Gujarat Titans,Rajiv Gandhi International Cricket Stadium,79,0,11.1,35,20,33,152,7.117117117117117,10
2023-05-16,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,135,1,17.5,66,30,48,169,7.714285714285714,9
2023-05-23,Royal Challengers Bangalore,Kolkata Knight Riders,M. A. Chidambaram Stadium,101,4,13.3,59,27,48,166,7.593984962406014,6
2023-04-07,Punjab Kings,Lucknow Super Giants,Dr. DY Patil Sports Academy,123,3,15.7,41,47,36,163,7.834394904458599,7
2023-05-04,Punjab Kings,Chennai Super Kings,Narendra Modi Stadium,110,3,12.9,65,30,41,178,8.527131782945736,7
2023-05-27,Lucknow Super Giants,Mumbai Indians,Wankhede Stadium,103,3,15.0,52,33,43,154,6.866666666666666,7
2023-04-28,Rajasthan Royals,Mumbai Indians,Rajiv Gandhi International Cricket Stadium,124,4,18.4,51,53,41,137,6.739130434782609,6
2023-05-21,Rajasthan Royals,Mumbai Indians,M. Chinnaswamy Stadium,107,7,17.6,57,35,37,129,6.079545454545454,3
2023-05-02,Chennai Super Kings,Punjab Kings,Rajiv Gandhi International Cricket Stadium,80,6,13.7,42,24,32,123,5.839416058394161,4
2023-03-31,Rajasthan Royals,Kolkata Knight Riders,M. Chinnaswamy Stadium,71,0,9.5,37,22,42,168,7.473684210526316,10
2023-05-30,Punjab Kings,Sunrisers Hyderabad,Punjab Cricket Association Stadium,134,2,17.7,74,41,34,155,7.570621468926554,8
2023-05-30,Lucknow Super Giants,Kolkata Knight Riders,Wankhede Stadium,125,8,18.7,76,33,30,133,6.684491978609626,2
2023-04-27,Lucknow Super Giants,Delhi Capitals,Eden Gardens,42,2,6.3,16,13,40,172,6.666666666666667,8
2023-04-14,Kolkata Knight Riders,Lucknow Super Giants,M. Chinnaswamy Stadium,69,3,9.2,23,27,45,159,7.500000000000001,7
2023-05-20,Royal Challengers Bangalore,Mumbai Indians,M. Chinnaswamy Stadium,171,3,19.2,80,52,46,179,8.90625,7
2023-05-14,Rajasthan Royals,Kolkata Knight Riders,Rajiv Gandhi International Cricket Stadium,88,4,15.3,42,20,30,129,5.751633986928105,6
2023-05-21,Lucknow Super Giants,Mumbai Indians,Wankhede Stadium,65,4,8.7,23,30,47,145,7.471264367816093,6
2023-05-01,Punjab Kings,Sunrisers Hyderabad,Eden Gardens,38,3,6.3,11,15,38,159,6.031746031746032,7
2023-04-18,Delhi Capitals,Lucknow Super Giants,Sawai Mansingh Stadium,77,1,9.5,29,36,49,184,8.105263157894736,9
2023-04-09,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,41,1,5.5,19,9,39,191,7.454545454545454,9
2023-04-29,Sunrisers Hyderabad,Chennai Super Kings,Eden Gardens,48,0,6.8,26,15,43,170,7.0588235294117645,10
2023-03-31,Gujarat Titans,Royal Challengers Bangalore,Rajiv Gandhi International Cricket Stadium,143,3,18.3,51,74,44,163,7.814207650273223,7
2023-05-30,Chennai Super Kings,Punjab Kings,Eden Gardens,49,1,5.4,26,12,49,222,9.074074074074073,9
2023-05-30,Sunrisers Hyderabad,Punjab Kings,Dr. DY Patil Sports Academy,59,0,6.9,31,19,46,193,8.550724637681158,10
2023-04-15,Rajasthan Royals,Chennai Super Kings,Wankhede Stadium,133,2,17.4,75,34,33,160,7.643678160919541,8
2023-05-28,Delhi Capitals,Royal Challengers Bangalore,Narendra Modi Stadium,91,5,14.7,43,36,33,136,6.190476190476191,5
2023-05-09,Royal Challengers Bangalore,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,58,2,6.3,29,18,58,206,9.206349206349207,8
2023-04-29,Rajasthan Royals,Chennai Super Kings,Punjab Cricket Association Stadium,74,1,9.4,29,26,43,190,7.872340425531915,9
2023-05-02,Rajasthan Royals,Lucknow Super Giants,M. A. Chidambaram Stadium,67,5,11.7,21,28,30,121,5.726495726495727,5
2023-04-11,Rajasthan Royals,Mumbai Indians,M. A. Chidambaram Stadium,62,5,11.0,29,19,31,135,5.636363636363637,5
2023-04-11,Kolkata Knight Riders,Royal Challengers Bangalore,M. A. Chidambaram Stadium,106,4,15.8,34,51,29,138,6.70886075949367,6
2023-05-25,Lucknow Super Giants,Sunrisers Hyderabad,M. Chinnaswamy Stadium,108,5,14.0,57,32,32,151,7.714285714285714,5
2023-05-14,Kolkata Knight Riders,Mumbai Indians,Arun Jaitley Stadium,97,1,12.0,50,29,36,168,8.083333333333334,9
2023-04-01,Chennai Super Kings,Royal Challengers Bangalore,Eden Gardens,106,7,15.7,53,39,30,137,6.751592356687898,3
2023-03-31,Chennai Super Kings,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,107,8,17.3,46,37,36,134,6.184971098265896,2
2023-04-14,Mumbai Indians,Gujarat Titans,Wankhede Stadium,91,2,11.1,50,25,35,178,8.198198198198199,8
2023-04-27,Mumbai Indians,Royal Challengers Bangalore,M. Chinnaswamy Stadium,93,7,15.5,46,22,29,126,6.0,3
2023-04-08,Delhi Capitals,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,122,5,17.1,62,43,33,146,7.134502923976608,5
2023-04-12,Royal Challengers Bangalore,Sunrisers Hyderabad,M. A. Chidambaram Stadium,86,7,16.5,24,36,32,108,5.212121212121212,3
2023-05-27,Gujarat Titans,Mumbai Indians,M. A. Chidambaram Stadium,75,0,9.9,26,29,36,154,7.575757575757575,10
2023-04-17,Royal Challengers Bangalore,Gujarat Titans,Dr. DY Patil Sports Academy,142,0,14.7,73,39,41,203,9.659863945578232,10
2023-05-30,Chennai Super Kings,Gujarat Titans,Wankhede Stadium,121,1,12.4,47,59,46,211,9.758064516129032,9
2023-04-06,Royal Challengers Bangalore,Punjab Kings,Narendra Modi Stadium,152,1,16.9,75,43,41,189,8.994082840236688,9
2023-04-05,Delhi Capitals,Punjab Kings,Rajiv Gandhi International Cricket Stadium,61,5,10.2,31,17,26,131,5.980392156862745,5
2023-05-30,Gujarat Titans,Punjab Kings,Wankhede Stadium,108,0,11.4,38,38,47,209,9.473684210526315,10
2023-04-02,Royal Challengers Bangalore,Mumbai Indians,Sawai Mansingh Stadium,117,6,19.1,46,48,36,123,6.12565445026178,4
2023-05-03,Lucknow Super Giants,Royal Challengers Bangalore,Rajiv Gandhi International Cricket Stadium,103,1,11.5,45,39,43,207,8.956521739130435,9
2023-05-26,Delhi Capitals,Chennai Super Kings,Wankhede Stadium,108,3,12.8,54,23,39,170,8.4375,7
2023-05-18,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,115,8,17.9,60,37,41,128,6.424581005586592,2
2023-05-10,Gujarat Titans,Punjab Kings,M. A. Chidambaram Stadium,45,2,5.7,14,21,39,161,7.894736842105263,8
2023-05-15,Gujarat Titans,Kolkata Knight Riders,Narendra Modi Stadium,67,4,9.3,25,28,34,143,7.204301075268817,6
2023-04-06,Royal Challengers Bangalore,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,49,0,6.2,15,20,45,200,7.903225806451613,10
2023-05-25,Delhi Capitals,Sunrisers Hyderabad,Rajiv Gandhi International Cricket Stadium,117,7,19.4,47,38,31,122,6.030927835051547,3
2023-05-03,Chennai Super Kings,Kolkata Knight Riders,Punjab Cricket Association Stadium,69,5,11.9,26,34,35,120,5.798319327731092,5
2023-05-03,Royal Challengers Bangalore,Chennai Super Kings,Narendra Modi Stadium,69,2,9.4,26,33,40,171,7.340425531914893,8
2023-04-13,Royal Challengers Bangalore,Sunrisers Hyderabad,Wankhede Stadium,46,2,6.8,18,18,35,159,6.764705882352941,8
2023-05-23,Lucknow Super Giants,Royal Challengers Bangalore,Eden Gardens,96,3,12.3,43,26,33,164,7.804878048780488,7
2023-05-27,Rajasthan Royals,Punjab Kings,Sawai Mansingh Stadium,49,2,5.7,26,13,49,219,8.596491228070175,8
2023-05-05,Chennai Super Kings,Gujarat Titans,M. A. Chidambaram Stadium,73,0,7.8,34,27,38,214,9.35897435897436,10
2023-04-17,Kolkata Knight Riders,Lucknow Super Giants,Dr. DY Patil Sports Academy,78,4,11.4,36,18,28,143,6.842105263157895,6
2023-04-20,Rajasthan Royals,Delhi Capitals,M. A. Chidambaram Stadium,51,0,6.7,23,13,33,165,7.611940298507463,10
2023-04-20,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,82,0,9.3,32,30,53,198,8.817204301075268,10
2023-05-07,Kolkata Knight Riders,Sunrisers Hyderabad,Sawai Mansingh Stadium,102,6,15.9,44,33,26,131,6.415094339622641,4
2023-04-01,Delhi Capitals,Gujarat Titans,Dr. DY Patil Sports Academy,115,3,14.8,47,35,39,166,7.77027027027027,7
2023-04-09,Punjab Kings,Gujarat Titans,Eden Gardens,123,8,16.3,41,58,45,163,7.54601226993865,2
2023-04-10,Mumbai Indians,Lucknow Super Giants,Punjab Cricket Association Stadium,75,2,9.0,34,23,46,186,8.333333333333334,8
2023-05-06,Chennai Super Kings,Delhi Capitals,M. A. Chidambaram Stadium,101,0,10.7,60,30,42,224,9.439252336448599,10
2023-05-30,Punjab Kings,Delhi Capitals,Punjab Cricket Association Stadium,67,2,9.0,22,32,42,162,7.444444444444445,8
2023-05-27,Mumbai Indians,Royal Challengers Bangalore,Rajiv Gandhi International Cricket Stadium,95,5,13.1,48,27,41,151,7.251908396946565,5
2023-05-12,Sunrisers Hyderabad,Chennai Super Kings,Narendra Modi Stadium,117,6,19.1,54,31,35,124,6.12565445026178,4
2023-04-28,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,110,5,16.0,58,32,31,145,6.875,5
2023-05-01,Lucknow Super Giants,Kolkata Knight Riders,Wankhede Stadium,50,3,7.8,18,21,29,135,6.410256410256411,7
2023-04-11,Chennai Super Kings,Royal Challengers Bangalore,M. A. Chidambaram Stadium,62,1,6.8,30,16,37,209,9.117647058823529,9
2023-05-13,Gujarat Titans,Sunrisers Hyderabad,Wankhede Stadium,176,0,18.6,79,73,40,194,9.462365591397848,10
2023-04-02,Kolkata Knight Riders,Mumbai Indians,M. Chinnaswamy Stadium,105,8,18.3,32,44,31,118,5.737704918032787,2
2023-04-27,Chennai Super Kings,Kolkata Knight Riders,Arun Jaitley Stadium,48,2,7.4,17,15,26,151,6.486486486486486,8
2023-04-15,Chennai Super Kings,Sunrisers Hyderabad,Arun Jaitley Stadium,171,0,18.9,53,73,49,185,9.047619047619047,10
2023-04-07,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,59,5,10.5,27,24,26,112,5.619047619047619,5
2023-05-05,Mumbai Indians,Delhi Capitals,Rajiv Gandhi International Cricket Stadium,76,4,10.8,37,25,28,154,7.037037037037036,6
2023-05-09,Chennai Super Kings,Punjab Kings,Wankhede Stadium,91,2,11.6,39,24,43,189,7.844827586206897,8
2023-05-02,Delhi Capitals,Punjab Kings,Rajiv Gandhi International Cricket Stadium,73,4,12.0,26,36,29,133,6.083333333333333,6
2023-04-19,Lucknow Super Giants,Gujarat Titans,Eden Gardens,52,2,7.1,25,20,41,163,7.323943661971831,8
2023-05-05,Mumbai Indians,Rajasthan Royals,Narendra Modi Stadium,63,1,7.8,20,24,42,198,8.076923076923077,9
2023-05-24,Lucknow Super Giants,Punjab Kings,Dr. DY Patil Sports Academy,61,2,9.3,21,30,30,118,6.559139784946236,8
2023-05-09,Kolkata Knight Riders,Lucknow Super Giants,Punjab Cricket Association Stadium,106,5,15.7,53,29,27,135,6.751592356687898,5
2023-04-09,Delhi Capitals,Sunrisers Hyderabad,Arun Jaitley Stadium,65,5,14.2,21,26,28,99,4.577464788732395,5
2023-04-11,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,124,1,17.2,61,34,30,150,7.209302325581396,9
2023-05-21,Punjab Kings,Royal Challengers Bangalore,Sawai Mansingh Stadium,140,9,19.2,44,55,46,146,7.291666666666667,1
2023-04-23,Punjab Kings,Rajasthan Royals,Arun Jaitley Stadium,119,9,18.4,40,50,30,128,6.467391304347826,1
2023-05-02,Lucknow Super Giants,Sunrisers Hyderabad,Arun Jaitley Stadium,96,7,15.5,36,34,38,132,6.193548387096774,3
2023-04-11,Punjab Kings,Lucknow Super Giants,Sawai Mansingh Stadium,93,7,15.1,49,27,34,133,6.158940397350993,3
2023-04-15,Rajasthan Royals,Kolkata Knight Riders,M. Chinnaswamy Stadium,94,3,11.2,41,31,36,165,8.392857142857144,7
2023-05-07,Mumbai Indians,Sunrisers Hyderabad,Sawai Mansingh Stadium,83,6,14.0,35,28,27,112,5.928571428571429,4
2023-04-04,Punjab Kings,Chennai Super Kings,M. Chinnaswamy Stadium,105,8,17.2,37,42,26,121,6.104651162790698,2
2023-05-13,Punjab Kings,Delhi Capitals,M. Chinnaswamy Stadium,111,4,15.8,53,27,41,153,7.025316455696202,6
2023-04-18,Punjab Kings,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,147,0,16.9,55,69,43,183,8.698224852071007,10
2023-05-03,Lucknow Super Giants,Gujarat Titans,Punjab Cricket Association Stadium,78,7,15.5,35,31,32,108,5.032258064516129,3
2023-04-01,Punjab Kings,Royal Challengers Bangalore,Dr. DY Patil Sports Academy,125,4,17.7,70,37,34,144,7.062146892655368,6
2023-05-19,Gujarat Titans,Delhi Capitals,Narendra Modi Stadium,104,4,13.5,52,23,37,162,7.703703703703703,6
2023-05-25,Rajasthan Royals,Lucknow Super Giants,Arun Jaitley Stadium,134,1,18.8,55,41,36,146,7.127659574468085,9
2023-05-05,Royal Challengers Bangalore,Mumbai Indians,Dr. DY Patil Sports Academy,99,1,12.1,35,41,38,173,8.181818181818182,9
2023-03-31,Royal Challengers Bangalore,Punjab Kings,Rajiv Gandhi International Cricket Stadium,82,0,10.7,35,33,48,186,7.663551401869159,10
2023-05-22,Sunrisers Hyderabad,Royal Challengers Bangalore,Dr. DY Patil Sports Academy,101,2,13.3,40,43,30,148,7.593984962406014,8
2023-05-21,Kolkata Knight Riders,Gujarat Titans,Narendra Modi Stadium,109,7,18.2,44,47,37,124,5.989010989010989,3
2023-04-19,Rajasthan Royals,Royal Challengers Bangalore,Rajiv Gandhi International Cricket Stadium,60,4,8.6,24,28,37,152,6.976744186046512,6
2023-05-25,Royal Challengers Bangalore,Delhi Capitals,Sawai Mansingh Stadium,88,0,9.2,35,29,62,225,9.56521739130435,10
2023-04-06,Gujarat Titans,Punjab Kings,Rajiv Gandhi International Cricket Stadium,70,2,11.5,29,20,34,138,6.086956521739131,8
2023-04-12,Rajasthan Royals,Mumbai Indians,Wankhede Stadium,73,1,8.6,24,33,45,190,8.488372093023257,9
2023-05-22,Delhi Capitals,Royal Challengers Bangalore,Eden Gardens,112,1,17.2,42,52,37,136,6.511627906976744,9
2023-04-11,Kolkata Knight Riders,Mumbai Indians,Sawai Mansingh Stadium,80,0,8.1,40,25,62,215,9.876543209876544,10
2023-03-31,Mumbai Indians,Rajasthan Royals,Arun Jaitley Stadium,123,5,18.5,35,51,26,134,6.648648648648648,5
2023-05-26,Chennai Super Kings,Royal Challengers Bangalore,Eden Gardens,36,2,5.6,13,15,29,132,6.428571428571429,8
2023-04-13,Chennai Super Kings,Punjab Kings,Narendra Modi Stadium,51,3,7.5,17,20,38,142,6.8,7
2023-05-26,Kolkata Knight Riders,Rajasthan Royals,M. Chinnaswamy Stadium,108,7,16.1,60,26,41,144,6.70807453416149,3
2023-05-10,Rajasthan Royals,Royal Challengers Bangalore,Narendra Modi Stadium,65,2,7.5,18,27,55,206,8.666666666666666,8
2023-05-02,Lucknow Super Giants,Mumbai Indians,Arun Jaitley Stadium,41,0,5.3,20,14,32,149,7.735849056603774,10
2023-04-13,Mumbai Indians,Kolkata Knight Riders,Dr. DY Patil Sports Academy,121,7,19.3,54,37,37,127,6.269430051813472,3
2023-04-18,Mumbai Indians,Kolkata Knight Riders,Narendra Modi Stadium,90,1,10.0,35,39,51,226,9.0,9
2023-04-20,Royal Challengers Bangalore,Sunrisers Hyderabad,Wankhede Stadium,44,1,5.9,16,20,33,152,7.4576271186440675,9
2023-05-29,Kolkata Knight Riders,Lucknow Super Giants,Sawai Mansingh Stadium,43,3,6.1,14,17,33,137,7.049180327868853,7
2023-04-17,Sunrisers Hyderabad,Chennai Super Kings,Narendra Modi Stadium,82,1,10.8,35,31,33,177,7.592592592592592,9
2023-04-27,Chennai Super Kings,Delhi Capitals,Dr. DY Patil Sports Academy,88,4,12.8,37,32,34,133,6.875,6
