match_date,batting_team,bowling_team,venue,runs,wickets,overs,striker_runs,non_striker_runs,last_five_overs_runs,final_score
2023-05-19,Sunrisers Hyderabad,Lucknow Super Giants,Arun Jaitley Stadium,59,3,9.3,29,15,34,140
2023-05-28,Chennai Super Kings,Rajasthan Royals,Punjab Cricket Association Stadium,62,3,9.6,27,18,38,142
2023-04-19,Rajasthan Royals,Sunrisers Hyderabad,M. A. Chidambaram Stadium,97,3,13.2,42,36,45,163
2023-04-24,Lucknow Super Giants,Punjab Kings,M. Chinnaswamy Stadium,81,0,9.6,40,22,46,202
2023-04-27,Punjab Kings,Lucknow Super Giants,Rajiv Gandhi International Cricket Stadium,58,5,10.1,18,25,32,123
2023-05-04,Punjab Kings,Mumbai Indians,Punjab Cricket Association Stadium,97,6,14.5,44,28,36,143
2023-05-06,Chennai Super Kings,Sunrisers Hyderabad,M. A. Chidambaram Stadium,100,3,15.0,42,42,36,147
2023-05-24,Chennai Super Kings,Gujarat Titans,Arun Jaitley Stadium,72,0,9.2,36,25,50,192
2023-04-17,Chennai Super Kings,Gujarat Titans,Punjab Cricket Association Stadium,96,2,11.2,46,26,43,175
2023-05-09,Gujarat Titans,Sunrisers Hyderabad,Sawai Mansingh Stadium,65,0,7.6,26,21,48,217
2023-05-10,Gujarat Titans,Rajasthan Royals,Dr. DY Patil Sports Academy,125,0,15.5,40,50,46,179
2023-05-23,Chennai Super Kings,Kolkata Knight Riders,Rajiv Gandhi International Cricket Stadium,67,2,8.9,28,26,32,148
2023-04-29,Sunrisers Hyderabad,Gujarat Titans,Rajiv Gandhi International Cricket Stadium,79,0,11.1,35,20,33,152
2023-05-16,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,135,1,17.5,66,30,48,169
2023-05-23,Royal Challengers Bangalore,Kolkata Knight Riders,M. A. Chidambaram Stadium,101,4,13.3,59,27,48,166
2023-04-07,Punjab Kings,Lucknow Super Giants,Dr. DY Patil Sports Academy,123,3,15.7,41,47,36,163
2023-05-04,Punjab Kings,Chennai Super Kings,Narendra Modi Stadium,110,3,12.9,65,30,41,178
2023-05-27,Lucknow Super Giants,Mumbai Indians,Wankhede Stadium,103,3,15.0,52,33,43,154
2023-04-28,Rajasthan Royals,Mumbai Indians,Rajiv Gandhi International Cricket Stadium,124,4,18.4,51,53,41,137
2023-05-21,Rajasthan Royals,Mumbai Indians,M. Chinnaswamy Stadium,107,7,17.6,57,35,37,129
2023-05-02,Chennai Super Kings,Punjab Kings,Rajiv Gandhi International Cricket Stadium,80,6,13.7,42,24,32,123
2023-03-31,Rajasthan Royals,Kolkata Knight Riders,M. Chinnaswamy Stadium,71,0,9.5,37,22,42,168
2023-05-30,Punjab Kings,Sunrisers Hyderabad,Punjab Cricket Association Stadium,134,2,17.7,74,41,34,155
2023-05-30,Lucknow Super Giants,Kolkata Knight Riders,Wankhede Stadium,125,8,18.7,76,33,30,133
2023-04-27,Lucknow Super Giants,Delhi Capitals,Eden Gardens,42,2,6.3,16,13,40,172
2023-04-14,Kolkata Knight Riders,Lucknow Super Giants,M. Chinnaswamy Stadium,69,3,9.2,23,27,45,159
2023-05-20,Royal Challengers Bangalore,Mumbai Indians,M. Chinnaswamy Stadium,171,3,19.2,80,52,46,179
2023-05-14,Rajasthan Royals,Kolkata Knight Riders,Rajiv Gandhi International Cricket Stadium,88,4,15.3,42,20,30,129
2023-05-21,Lucknow Super Giants,Mumbai Indians,Wankhede Stadium,65,4,8.7,23,30,47,145
2023-05-01,Punjab Kings,Sunrisers Hyderabad,Eden Gardens,38,3,6.3,11,15,38,159
2023-04-18,Delhi Capitals,Lucknow Super Giants,Sawai Mansingh Stadium,77,1,9.5,29,36,49,184
2023-04-09,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,41,1,5.5,19,9,39,191
2023-04-29,Sunrisers Hyderabad,Chennai Super Kings,Eden Gardens,48,0,6.8,26,15,43,170
2023-03-31,Gujarat Titans,Royal Challengers Bangalore,Rajiv Gandhi International Cricket Stadium,143,3,18.3,51,74,44,163
2023-05-30,Chennai Super Kings,Punjab Kings,Eden Gardens,49,1,5.4,26,12,49,222
2023-05-30,Sunrisers Hyderabad,Punjab Kings,Dr. DY Patil Sports Academy,59,0,6.9,31,19,46,193
2023-04-15,Rajasthan Royals,Chennai Super Kings,Wankhede Stadium,133,2,17.4,75,34,33,160
2023-05-28,Delhi Capitals,Royal Challengers Bangalore,Narendra Modi Stadium,91,5,14.7,43,36,33,136
2023-05-09,Royal Challengers Bangalore,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,58,2,6.3,29,18,58,206
2023-04-29,Rajasthan Royals,Chennai Super Kings,Punjab Cricket Association Stadium,74,1,9.4,29,26,43,190
2023-05-02,Rajasthan Royals,Lucknow Super Giants,M. A. Chidambaram Stadium,67,5,11.7,21,28,30,121
2023-04-11,Rajasthan Royals,Mumbai Indians,M. A. Chidambaram Stadium,62,5,11.0,29,19,31,135
2023-04-11,Kolkata Knight Riders,Royal Challengers Bangalore,M. A. Chidambaram Stadium,106,4,15.8,34,51,29,138
2023-05-25,Lucknow Super Giants,Sunrisers Hyderabad,M. Chinnaswamy Stadium,108,5,14.0,57,32,32,151
2023-05-14,Kolkata Knight Riders,Mumbai Indians,Arun Jaitley Stadium,97,1,12.0,50,29,36,168
2023-04-01,Chennai Super Kings,Royal Challengers Bangalore,Eden Gardens,106,7,15.7,53,39,30,137
2023-03-31,Chennai Super Kings,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,107,8,17.3,46,37,36,134
2023-04-14,Mumbai Indians,Gujarat Titans,Wankhede Stadium,91,2,11.1,50,25,35,178
2023-04-27,Mumbai Indians,Royal Challengers Bangalore,M. Chinnaswamy Stadium,93,7,15.5,46,22,29,126
2023-04-08,Delhi Capitals,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,122,5,17.1,62,43,33,146
2023-04-12,Royal Challengers Bangalore,Sunrisers Hyderabad,M. A. Chidambaram Stadium,86,7,16.5,24,36,32,108
2023-05-27,Gujarat Titans,Mumbai Indians,M. A. Chidambaram Stadium,75,0,9.9,26,29,36,154
2023-04-17,Royal Challengers Bangalore,Gujarat Titans,Dr. DY Patil Sports Academy,142,0,14.7,73,39,41,203
2023-05-30,Chennai Super Kings,Gujarat Titans,Wankhede Stadium,121,1,12.4,47,59,46,211
2023-04-06,Royal Challengers Bangalore,Punjab Kings,Narendra Modi Stadium,152,1,16.9,75,43,41,189
2023-04-05,Delhi Capitals,Punjab Kings,Rajiv Gandhi International Cricket Stadium,61,5,10.2,31,17,26,131
2023-05-30,Gujarat Titans,Punjab Kings,Wankhede Stadium,108,0,11.4,38,38,47,209
2023-04-02,Royal Challengers Bangalore,Mumbai Indians,Sawai Mansingh Stadium,117,6,19.1,46,48,36,123
2023-05-03,Lucknow Super Giants,Royal Challengers Bangalore,Rajiv Gandhi International Cricket Stadium,103,1,11.5,45,39,43,207
2023-05-26,Delhi Capitals,Chennai Super Kings,Wankhede Stadium,108,3,12.8,54,23,39,170
2023-05-18,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,115,8,17.9,60,37,41,128
2023-05-10,Gujarat Titans,Punjab Kings,M. A. Chidambaram Stadium,45,2,5.7,14,21,39,161
2023-05-15,Gujarat Titans,Kolkata Knight Riders,Narendra Modi Stadium,67,4,9.3,25,28,34,143
2023-04-06,Royal Challengers Bangalore,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,49,0,6.2,15,20,45,200
2023-05-25,Delhi Capitals,Sunrisers Hyderabad,Rajiv Gandhi International Cricket Stadium,117,7,19.4,47,38,31,122
2023-05-03,Chennai Super Kings,Kolkata Knight Riders,Punjab Cricket Association Stadium,69,5,11.9,26,34,35,120
2023-05-03,Royal Challengers Bangalore,Chennai Super Kings,Narendra Modi Stadium,69,2,9.4,26,33,40,171
2023-04-13,Royal Challengers Bangalore,Sunrisers Hyderabad,Wankhede Stadium,46,2,6.8,18,18,35,159
2023-05-23,Lucknow Super Giants,Royal Challengers Bangalore,Eden Gardens,96,3,12.3,43,26,33,164
2023-05-27,Rajasthan Royals,Punjab Kings,Sawai Mansingh Stadium,49,2,5.7,26,13,49,219
2023-05-05,Chennai Super Kings,Gujarat Titans,M. A. Chidambaram Stadium,73,0,7.8,34,27,38,214
2023-04-17,Kolkata Knight Riders,Lucknow Super Giants,Dr. DY Patil Sports Academy,78,4,11.4,36,18,28,143
2023-04-20,Rajasthan Royals,Delhi Capitals,M. A. Chidambaram Stadium,51,0,6.7,23,13,33,165
2023-04-20,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,82,0,9.3,32,30,53,198
2023-05-07,Kolkata Knight Riders,Sunrisers Hyderabad,Sawai Mansingh Stadium,102,6,15.9,44,33,26,131
2023-04-01,Delhi Capitals,Gujarat Titans,Dr. DY Patil Sports Academy,115,3,14.8,47,35,39,166
2023-04-09,Punjab Kings,Gujarat Titans,Eden Gardens,123,8,16.3,41,58,45,163
2023-04-10,Mumbai Indians,Lucknow Super Giants,Punjab Cricket Association Stadium,75,2,9.0,34,23,46,186
2023-05-06,Chennai Super Kings,Delhi Capitals,M. A. Chidambaram Stadium,101,0,10.7,60,30,42,224
2023-05-30,Punjab Kings,Delhi Capitals,Punjab Cricket Association Stadium,67,2,9.0,22,32,42,162
2023-05-27,Mumbai Indians,Royal Challengers Bangalore,Rajiv Gandhi International Cricket Stadium,95,5,13.1,48,27,41,151
2023-05-12,Sunrisers Hyderabad,Chennai Super Kings,Narendra Modi Stadium,117,6,19.1,54,31,35,124
2023-04-28,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,110,5,16.0,58,32,31,145
2023-05-01,Lucknow Super Giants,Kolkata Knight Riders,Wankhede Stadium,50,3,7.8,18,21,29,135
2023-04-11,Chennai Super Kings,Royal Challengers Bangalore,M. A. Chidambaram Stadium,62,1,6.8,30,16,37,209
2023-05-13,Gujarat Titans,Sunrisers Hyderabad,Wankhede Stadium,176,0,18.6,79,73,40,194
2023-04-02,Kolkata Knight Riders,Mumbai Indians,M. Chinnaswamy Stadium,105,8,18.3,32,44,31,118
2023-04-27,Chennai Super Kings,Kolkata Knight Riders,Arun Jaitley Stadium,48,2,7.4,17,15,26,151
2023-04-15,Chennai Super Kings,Sunrisers Hyderabad,Arun Jaitley Stadium,171,0,18.9,53,73,49,185
2023-04-07,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,59,5,10.5,27,24,26,112
2023-05-05,Mumbai Indians,Delhi Capitals,Rajiv Gandhi International Cricket Stadium,76,4,10.8,37,25,28,154
2023-05-09,Chennai Super Kings,Punjab Kings,Wankhede Stadium,91,2,11.6,39,24,43,189
2023-05-02,Delhi Capitals,Punjab Kings,Rajiv Gandhi International Cricket Stadium,73,4,12.0,26,36,29,133
2023-04-19,Lucknow Super Giants,Gujarat Titans,Eden Gardens,52,2,7.1,25,20,41,163
2023-05-05,Mumbai Indians,Rajasthan Royals,Narendra Modi Stadium,63,1,7.8,20,24,42,198
2023-05-24,Lucknow Super Giants,Punjab Kings,Dr. DY Patil Sports Academy,61,2,9.3,21,30,30,118
2023-05-09,Kolkata Knight Riders,Lucknow Super Giants,Punjab Cricket Association Stadium,106,5,15.7,53,29,27,135
2023-04-09,Delhi Capitals,Sunrisers Hyderabad,Arun Jaitley Stadium,65,5,14.2,21,26,28,99
2023-04-11,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,124,1,17.2,61,34,30,150
2023-05-21,Punjab Kings,Royal Challengers Bangalore,Sawai Mansingh Stadium,140,9,19.2,44,55,46,146
2023-04-23,Punjab Kings,Rajasthan Royals,Arun Jaitley Stadium,119,9,18.4,40,50,30,128
2023-05-02,Lucknow Super Giants,Sunrisers Hyderabad,Arun Jaitley Stadium,96,7,15.5,36,34,38,132
2023-04-11,Punjab Kings,Lucknow Super Giants,Sawai Mansingh Stadium,93,7,15.1,49,27,34,133
2023-04-15,Rajasthan Royals,Kolkata Knight Riders,M. Chinnaswamy Stadium,94,3,11.2,41,31,36,165
2023-05-07,Mumbai Indians,Sunrisers Hyderabad,Sawai Mansingh Stadium,83,6,14.0,35,28,27,112
2023-04-04,Punjab Kings,Chennai Super Kings,M. Chinnaswamy Stadium,105,8,17.2,37,42,26,121
2023-05-13,Punjab Kings,Delhi Capitals,M. Chinnaswamy Stadium,111,4,15.8,53,27,41,153
2023-04-18,Punjab Kings,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,147,0,16.9,55,69,43,183
2023-05-03,Lucknow Super Giants,Gujarat Titans,Punjab Cricket Association Stadium,78,7,15.5,35,31,32,108
2023-04-01,Punjab Kings,Royal Challengers Bangalore,Dr. DY Patil Sports Academy,125,4,17.7,70,37,34,144
2023-05-19,Gujarat Titans,Delhi Capitals,Narendra Modi Stadium,104,4,13.5,52,23,37,162
2023-05-25,Rajasthan Royals,Lucknow Super Giants,Arun Jaitley Stadium,134,1,18.8,55,41,36,146
2023-05-05,Royal Challengers Bangalore,Mumbai Indians,Dr. DY Patil Sports Academy,99,1,12.1,35,41,38,173
2023-03-31,Royal Challengers Bangalore,Punjab Kings,Rajiv Gandhi International Cricket Stadium,82,0,10.7,35,33,48,186
2023-05-22,Sunrisers Hyderabad,Royal Challengers Bangalore,Dr. DY Patil Sports Academy,101,2,13.3,40,43,30,148
2023-05-21,Kolkata Knight Riders,Gujarat Titans,Narendra Modi Stadium,109,7,18.2,44,47,37,124
2023-04-19,Rajasthan Royals,Royal Challengers Bangalore,Rajiv Gandhi International Cricket Stadium,60,4,8.6,24,28,37,152
2023-05-25,Royal Challengers Bangalore,Delhi Capitals,Sawai Mansingh Stadium,88,0,9.2,35,29,62,225
2023-04-06,Gujarat Titans,Punjab Kings,Rajiv Gandhi International Cricket Stadium,70,2,11.5,29,20,34,138
2023-04-12,Rajasthan Royals,Mumbai Indians,Wankhede Stadium,73,1,8.6,24,33,45,190
2023-05-22,Delhi Capitals,Royal Challengers Bangalore,Eden Gardens,112,1,17.2,42,52,37,136
2023-04-11,Kolkata Knight Riders,Mumbai Indians,Sawai Mansingh Stadium,80,0,8.1,40,25,62,215
2023-03-31,Mumbai Indians,Rajasthan Royals,Arun Jaitley Stadium,123,5,18.5,35,51,26,134
2023-05-26,Chennai Super Kings,Royal Challengers Bangalore,Eden Gardens,36,2,5.6,13,15,29,132
2023-04-13,Chennai Super Kings,Punjab Kings,Narendra Modi Stadium,51,3,7.5,17,20,38,142
2023-05-26,Kolkata Knight Riders,Rajasthan Royals,M. Chinnaswamy Stadium,108,7,16.1,60,26,41,144
2023-05-10,Rajasthan Royals,Royal Challengers Bangalore,Narendra Modi Stadium,65,2,7.5,18,27,55,206
2023-05-02,Lucknow Super Giants,Mumbai Indians,Arun Jaitley Stadium,41,0,5.3,20,14,32,149
2023-04-13,Mumbai Indians,Kolkata Knight Riders,Dr. DY Patil Sports Academy,121,7,19.3,54,37,37,127
2023-04-18,Mumbai Indians,Kolkata Knight Riders,Narendra Modi Stadium,90,1,10.0,35,39,51,226
2023-04-20,Royal Challengers Bangalore,Sunrisers Hyderabad,Wankhede Stadium,44,1,5.9,16,20,33,152
2023-05-29,Kolkata Knight Riders,Lucknow Super Giants,Sawai Mansingh Stadium,43,3,6.1,14,17,33,137
2023-04-17,Sunrisers Hyderabad,Chennai Super Kings,Narendra Modi Stadium,82,1,10.8,35,31,33,177
2023-04-27,Chennai Super Kings,Delhi Capitals,Dr. DY Patil Sports Academy,88,4,12.8,37,32,34,133
2023-04-30,Kolkata Knight Riders,Royal Challengers Bangalore,Arun Jaitley Stadium,39,2,5.1,15,14,38,155
2023-05-07,Chennai Super Kings,Rajasthan Royals,Wankhede Stadium,167,1,19.4,65,57,40,174
2023-05-01,Punjab Kings,Mumbai Indians,Rajiv Gandhi International Cricket Stadium,114,3,18.4,57,40,35,129
2023-04-29,Royal Challengers Bangalore,Delhi Capitals,Arun Jaitley Stadium,86,5,13.7,43,29,39,140
2023-05-03,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,122,4,17.0,65,32,39,159
2023-05-25,Chennai Super Kings,Lucknow Super Giants,Dr. DY Patil Sports Academy,108,5,16.3,50,30,38,136
2023-04-06,Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,84,2,11.0,39,25,34,163
2023-05-22,Kolkata Knight Riders,Royal Challengers Bangalore,Arun Jaitley Stadium,49,0,5.9,29,14,43,211
2023-04-05,Delhi Capitals,Chennai Super Kings,Rajiv Gandhi International Cricket Stadium,54,0,6.8,25,17,33,150
2023-05-07,Mumbai Indians,Chennai Super Kings,Arun Jaitley Stadium,102,0,12.6,43,47,42,195
2023-05-13,Punjab Kings,Lucknow Super Giants,Arun Jaitley Stadium,96,6,18.6,36,37,22,104
2023-05-26,Royal Challengers Bangalore,Mumbai Indians,Dr. DY Patil Sports Academy,63,2,6.8,25,21,53,231
2023-03-31,Punjab Kings,Mumbai Indians,Narendra Modi Stadium,115,5,17.7,56,34,39,139
2023-04-30,Chennai Super Kings,Rajasthan Royals,M. Chinnaswamy Stadium,86,5,13.8,46,24,33,133
2023-05-13,Gujarat Titans,Sunrisers Hyderabad,Eden Gardens,141,1,18.0,47,57,49,166
2023-04-01,Royal Challengers Bangalore,Punjab Kings,Rajiv Gandhi International Cricket Stadium,131,3,16.1,70,46,46,184
2023-05-20,Punjab Kings,Kolkata Knight Riders,Dr. DY Patil Sports Academy,135,1,16.1,70,43,41,183
2023-05-21,Kolkata Knight Riders,Lucknow Super Giants,M. Chinnaswamy Stadium,53,0,6.7,19,23,50,181
2023-04-24,Lucknow Super Giants,Mumbai Indians,M. Chinnaswamy Stadium,42,2,5.9,20,12,42,173
2023-05-07,Kolkata Knight Riders,Chennai Super Kings,Rajiv Gandhi International Cricket Stadium,41,1,5.1,14,16,41,188
2023-05-24,Mumbai Indians,Punjab Kings,M. Chinnaswamy Stadium,86,5,12.3,39,33,42,155
2023-05-21,Punjab Kings,Royal Challengers Bangalore,Arun Jaitley Stadium,119,3,17.3,47,56,36,151
2023-05-24,Royal Challengers Bangalore,Mumbai Indians,Sawai Mansingh Stadium,91,3,10.7,40,37,45,192
2023-05-24,Gujarat Titans,Rajasthan Royals,M. A. Chidambaram Stadium,63,0,6.9,22,27,39,184
2023-04-13,Kolkata Knight Riders,Mumbai Indians,Narendra Modi Stadium,145,1,15.5,72,33,47,218
2023-04-30,Royal Challengers Bangalore,Mumbai Indians,M. A. Chidambaram Stadium,136,5,19.2,58,53,29,142
2023-04-11,Rajasthan Royals,Chennai Super Kings,Punjab Cricket Association Stadium,97,6,17.5,32,42,23,113
2023-04-01,Lucknow Super Giants,Sunrisers Hyderabad,M. Chinnaswamy Stadium,130,1,15.1,61,42,43,175
2023-05-28,Gujarat Titans,Royal Challengers Bangalore,Rajiv Gandhi International Cricket Stadium,142,0,16.8,68,53,35,184
2023-05-11,Chennai Super Kings,Kolkata Knight Riders,M. A. Chidambaram Stadium,50,1,7.6,15,22,35,145
2023-05-18,Mumbai Indians,Chennai Super Kings,M. A. Chidambaram Stadium,99,2,12.3,52,35,37,174
2023-04-18,Gujarat Titans,Sunrisers Hyderabad,Eden Gardens,84,5,13.4,43,31,33,135
2023-04-02,Kolkata Knight Riders,Royal Challengers Bangalore,M. Chinnaswamy Stadium,156,3,17.4,58,57,38,180
2023-04-24,Royal Challengers Bangalore,Rajasthan Royals,Punjab Cricket Association Stadium,55,2,6.2,18,21,50,210
2023-05-15,Punjab Kings,Gujarat Titans,Dr. DY Patil Sports Academy,61,1,7.4,32,14,38,169
2023-04-26,Chennai Super Kings,Punjab Kings,M. A. Chidambaram Stadium,77,2,10.3,31,34,31,170
2023-05-20,Chennai Super Kings,Royal Challengers Bangalore,Sawai Mansingh Stadium,116,4,15.6,42,41,40,155
2023-04-03,Royal Challengers Bangalore,Punjab Kings,Rajiv Gandhi International Cricket Stadium,51,3,7.6,19,15,30,129
2023-04-03,Punjab Kings,Kolkata Knight Riders,Dr. DY Patil Sports Academy,82,3,11.1,38,31,34,166
2023-05-22,Kolkata Knight Riders,Delhi Capitals,M. A. Chidambaram Stadium,124,6,18.7,43,59,30,132
2023-04-18,Gujarat Titans,Sunrisers Hyderabad,Wankhede Stadium,135,6,19.0,53,44,40,144
2023-03-31,Lucknow Super Giants,Kolkata Knight Riders,Wankhede Stadium,100,5,15.4,57,31,40,144
2023-04-10,Gujarat Titans,Kolkata Knight Riders,Eden Gardens,52,1,6.1,20,19,42,168
2023-05-04,Chennai Super Kings,Delhi Capitals,M. Chinnaswamy Stadium,96,2,12.0,36,41,38,184
2023-04-02,Sunrisers Hyderabad,Lucknow Super Giants,Wankhede Stadium,69,4,10.2,25,24,39,144
2023-04-12,Chennai Super Kings,Gujarat Titans,Sawai Mansingh Stadium,95,6,18.0,41,27,24,105
2023-04-11,Gujarat Titans,Delhi Capitals,M. A. Chidambaram Stadium,93,7,19.3,37,36,29,96
2023-04-25,Rajasthan Royals,Punjab Kings,Wankhede Stadium,76,1,7.3,29,38,54,237
2023-05-18,Rajasthan Royals,Gujarat Titans,Rajiv Gandhi International Cricket Stadium,57,0,6.9,17,26,47,194
2023-05-08,Mumbai Indians,Rajasthan Royals,Punjab Cricket Association Stadium,59,3,9.2,30,18,28,117
2023-05-14,Kolkata Knight Riders,Rajasthan Royals,Arun Jaitley Stadium,104,0,11.9,53,23,47,197
2023-04-02,Delhi Capitals,Kolkata Knight Riders,Eden Gardens,72,4,11.2,31,24,37,146
2023-04-03,Gujarat Titans,Rajasthan Royals,Wankhede Stadium,79,2,9.4,31,34,52,177
2023-04-20,Kolkata Knight Riders,Delhi Capitals,Punjab Cricket Association Stadium,51,4,9.1,23,22,26,100
2023-05-25,Royal Challengers Bangalore,Punjab Kings,Narendra Modi Stadium,112,5,15.7,43,48,33,141
2023-05-10,Lucknow Super Giants,Chennai Super Kings,Wankhede Stadium,92,5,13.5,31,41,43,146
2023-05-18,Kolkata Knight Riders,Gujarat Titans,Eden Gardens,48,0,5.6,26,15,48,206
2023-05-10,Chennai Super Kings,Rajasthan Royals,M. A. Chidambaram Stadium,89,4,12.0,36,26,42,155
2023-05-20,Kolkata Knight Riders,Rajasthan Royals,Punjab Cricket Association Stadium,114,1,14.9,56,32,38,152
2023-04-13,Lucknow Super Giants,Mumbai Indians,Sawai Mansingh Stadium,72,5,11.6,30,32,29,119
2023-04-18,Mumbai Indians,Royal Challengers Bangalore,M. Chinnaswamy Stadium,139,4,18.4,86,37,34,153
2023-04-23,Punjab Kings,Chennai Super Kings,Sawai Mansingh Stadium,72,1,8.8,22,32,49,202
2023-04-11,Delhi Capitals,Mumbai Indians,Sawai Mansingh Stadium,125,1,14.5,53,58,48,189
2023-04-20,Delhi Capitals,Kolkata Knight Riders,Dr. DY Patil Sports Academy,69,6,14.1,29,28,30,97
2023-05-25,Royal Challengers Bangalore,Kolkata Knight Riders,Dr. DY Patil Sports Academy,69,5,12.1,34,17,34,119
2023-04-27,Kolkata Knight Riders,Sunrisers Hyderabad,Rajiv Gandhi International Cricket Stadium,59,1,6.5,24,23,37,208
2023-04-02,Royal Challengers Bangalore,Kolkata Knight Riders,M. A. Chidambaram Stadium,56,4,8.9,21,28,36,133
2023-04-30,Lucknow Super Giants,Sunrisers Hyderabad,Eden Gardens,54,3,9.5,26,18,24,110
2023-05-02,Rajasthan Royals,Royal Challengers Bangalore,Wankhede Stadium,147,0,18.2,55,58,50,174
2023-05-27,Chennai Super Kings,Sunrisers Hyderabad,Eden Gardens,135,3,19.4,60,43,30,141
2023-05-08,Royal Challengers Bangalore,Lucknow Super Giants,Rajiv Gandhi International Cricket Stadium,79,4,12.7,42,27,34,138
2023-05-01,Punjab Kings,Delhi Capitals,M. A. Chidambaram Stadium,125,2,16.4,48,42,45,171
2023-04-27,Delhi Capitals,Royal Challengers Bangalore,M. A. Chidambaram Stadium,64,1,9.7,25,23,38,151
2023-05-21,Kolkata Knight Riders,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,90,4,13.0,40,37,37,156
2023-05-17,Kolkata Knight Riders,Chennai Super Kings,Arun Jaitley Stadium,83,1,10.2,46,21,51,192
2023-05-25,Royal Challengers Bangalore,Delhi Capitals,Punjab Cricket Association Stadium,52,3,7.1,16,20,47,156
2023-04-27,Punjab Kings,Mumbai Indians,M. A. Chidambaram Stadium,118,1,14.6,38,47,35,164
2023-04-26,Royal Challengers Bangalore,Lucknow Super Giants,Punjab Cricket Association Stadium,114,4,15.8,53,36,29,144
2023-05-08,Royal Challengers Bangalore,Gujarat Titans,Eden Gardens,48,1,5.2,25,13,48,229
2023-04-10,Delhi Capitals,Chennai Super Kings,Sawai Mansingh Stadium,86,1,10.5,31,29,49,200
2023-05-14,Sunrisers Hyderabad,Lucknow Super Giants,Narendra Modi Stadium,85,6,14.5,43,29,26,112
2023-05-24,Punjab Kings,Mumbai Indians,Arun Jaitley Stadium,51,4,9.1,24,11,25,106
2023-04-05,Lucknow Super Giants,Mumbai Indians,Dr. DY Patil Sports Academy,92,7,19.3,32,48,23,95
2023-05-18,Rajasthan Royals,Punjab Kings,Eden Gardens,122,1,15.2,53,43,47,182
2023-05-25,Mumbai Indians,Delhi Capitals,Eden Gardens,48,3,7.2,20,22,30,134
2023-05-02,Gujarat Titans,Lucknow Super Giants,Narendra Modi Stadium,83,1,11.5,38,34,45,168
2023-05-09,Lucknow Super Giants,Chennai Super Kings,Eden Gardens,73,3,13.2,30,31,34,131
2023-04-29,Punjab Kings,Royal Challengers Bangalore,M. Chinnaswamy Stadium,61,2,7.3,26,16,43,225
2023-04-28,Royal Challengers Bangalore,Chennai Super Kings,Dr. DY Patil Sports Academy,102,2,12.1,60,28,36,189
2023-04-23,Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,69,5,11.5,31,17,34,125
2023-04-24,Royal Challengers Bangalore,Rajasthan Royals,M. A. Chidambaram Stadium,59,3,8.2,26,20,44,143
2023-05-29,Rajasthan Royals,Lucknow Super Giants,Arun Jaitley Stadium,88,0,10.8,42,27,42,178
2023-04-30,Royal Challengers Bangalore,Kolkata Knight Riders,Narendra Modi Stadium,90,4,13.2,49,28,44,139
2023-05-18,Rajasthan Royals,Delhi Capitals,M. Chinnaswamy Stadium,103,1,14.2,48,24,37,163
2023-04-11,Mumbai Indians,Chennai Super Kings,Rajiv Gandhi International Cricket Stadium,69,2,10.0,29,24,39,160
2023-05-14,Lucknow Super Giants,Rajasthan Royals,Wankhede Stadium,89,4,13.1,32,40,38,162
2023-05-16,Punjab Kings,Mumbai Indians,Eden Gardens,136,2,18.0,70,46,35,160
2023-05-24,Royal Challengers Bangalore,Sunrisers Hyderabad,Dr. DY Patil Sports Academy,53,1,6.4,28,16,45,175
2023-05-13,Lucknow Super Giants,Mumbai Indians,Narendra Modi Stadium,125,0,16.8,47,60,39,165
2023-05-23,Gujarat Titans,Rajasthan Royals,Sawai Mansingh Stadium,97,5,19.1,34,41,28,103
2023-05-14,Rajasthan Royals,Delhi Capitals,Dr. DY Patil Sports Academy,177,1,18.6,75,51,52,199
2023-05-29,Gujarat Titans,Chennai Super Kings,Punjab Cricket Association Stadium,58,6,12.3,21,24,24,98
2023-04-07,Punjab Kings,Sunrisers Hyderabad,Rajiv Gandhi International Cricket Stadium,93,6,18.2,33,35,31,106
2023-04-26,Kolkata Knight Riders,Mumbai Indians,Rajiv Gandhi International Cricket Stadium,41,0,5.5,22,12,41,205
2023-04-15,Gujarat Titans,Rajasthan Royals,Arun Jaitley Stadium,109,3,13.9,38,49,44,179
2023-05-03,Royal Challengers Bangalore,Rajasthan Royals,Arun Jaitley Stadium,52,1,6.4,29,15,45,203
2023-04-13,Chennai Super Kings,Lucknow Super Giants,Wankhede Stadium,78,5,11.3,36,28,44,150
